id,year,title,enumeration,imprint,autolangname,autogcode,dictlangname,gcode,duplicate,volume,newlangname,newlangnamelink,delete,subclass,review_flag,review_note,sjd,tk
hvd.hn6nxf,1880,"A new and practical dictionary of English and French languages. With the pronunciation and accentuation of every word in both languages phonetically indicated. Compiled from the best modern French and English authorities, and containing all the newest words and acceptations. With lists of abbreviations, baptismal, and geographical names, by J.S.S. Rothwell and Édouard Coursier.",french-english,"P. Neff, etc., etc., 1880.",French,stan1290,French,stan1290,hvd.hn6nxf,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
hvd.hn6nwu,1880,"A new and practical pocket dictionary, English-German and German-English, on a new system. The pronunciation phonetically indicated by means of German letters. With copious lists of abbreviations, baptismal and geographical names.",NA,"P. Neff, 1880.",German,stan1295,German,stan1295,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015038622513,1995,A new Bislama dictionary / Terry Crowley.,NA,"Institute of Pacific Studies, The University of the South Pacific, 1995.",Bislama,bisl1239,Bislama,bisl1239,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
uva.x030225864,1947,A new Chinese-English dictionary.,NA,Service supply [1947?],Chi,chii1238,Chinese,mand1415,uva.x030225864,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.$b439024,1962,"A new complete Chinese-English dictionary = Zui xin Han Ying da ci dian / Li Shide zhu bian.,A new complete Chinese-English dictionary = 最新漢英大辭典 / 李仕德主編.",NA,"Zhongguo tu shu gong si, 1962., 中國圖書公司, 1962.",Chi,chii1238,Chinese,mand1415,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
uva.x001203723,1963,A new concise Xhosa-English dictionary. First rev. by W. G. Bennie and put into standard orthography by J. J. R. Jolobe.,NA,Longmans [1963],Xhosa,xhos1239,Xhosa,xhos1239,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015028358110,1907,"A new critical Japanese-English dictionary, by Miki Yamaguchi ... and Iwaf Irie.",NA,"Shōbunkan, 1907.",Yamaguchi,yama1261,Japanese,nucl1643,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
nyp.33433075921340,1815,"A new dictionary, English and French, and French and English ...","v. 2, Part 1","Cadell & Davis, 1815.",French,stan1290,French,stan1290,NA,nyp.33433075921340,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
nyp.33433075921332,1815,"A new dictionary, English and French, and French and English ...","v. 2, Part 2","Cadell & Davis, 1815.",French,stan1290,French,stan1290,NA,nyp.33433075921340,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
nnc1.0043354262,1784,A New dictionary English and Russian = Novoĭ slovarʹ angliskoĭ i rossīĭskoĭ.,NA,"Pri Tip. Morskago shli︠a︡khetnago kadetskago korpusa, 1784.",Russian,russ1263,Russian,russ1263,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015040768312,1981,"A new dictionary of Kent dialect / Alan Major ; illustrated by Alan Major ; an augmented and expanded edition of ""A dictionary of the Kentish dialect, by W.D. Parish and W.F. Shaw, published in 1888.",NA,"Meresborough Books, 1981.",Kentish,kent1253,Kent,olde1238,NA,NA,Old English (ca. 450-1100),https://glottolog.org/resource/languoid/id/olde1238,NA,ancient language,NA,NA,NA,1
nyp.33433075922777,1832,A new dictionary of the English and Dutch language : to which are added a catalogue of the most usual proper names and a list of the irregular verbs / by D. Bomhoff.,v. 1,"J.F. Thieme, 1832.",Dutch,dutc1256,Dutch,dutc1256,NA,nyp.33433075922777,NA,NA,NA,english-x,NA,NA,1,NA
nyp.33433075922769,1832,A new dictionary of the English and Dutch language : to which are added a catalogue of the most usual proper names and a list of the irregular verbs / by D. Bomhoff.,v. 2,"J.F. Thieme, 1832.",Dutch,dutc1256,Dutch,dutc1256,NA,nyp.33433075922777,NA,NA,NA,english-x,NA,NA,1,NA
nyp.33433082312459,1836,A new dictionary of the English and German languages.,v. 1-2,"A. Campe, 1836.",German,stan1295,German,stan1295,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
uc1.c087774217,1913,A new dictionary of the English and Italian languages : containing the whole vocabulary in general use ... / by Arthur Enenkel ; revised and corrected by J. McLaughlin.,v.1,"D. McKay, 1913.",Italian,ital1282,Italian,ital1282,uc1.c087774217,uc1.c087774217,NA,NA,NA,english-x,NA,NA,1,NA
uc1.c087774226,1913,A new dictionary of the English and Italian languages : containing the whole vocabulary in general use ... / by Arthur Enenkel ; revised and corrected by J. McLaughlin.,v.2,"D. McKay, 1913.",Italian,ital1282,Italian,ital1282,uc1.c087774217,uc1.c087774217,NA,NA,NA,english-x,NA,NA,1,NA
nyp.33433044003006,1911,"A new dictionary of the English-Spanish and Spanish-English, containing the whole vocabulary in general use, with copious selections of scientific, technical and commercial terms and others lately brought into use, with their pronunciation figured, by Arthur Angeli [pseud.] rev. and corr. by J. McLaughlin ...",NA,[pref. 1911],Spanish,stan1288,Spanish,stan1288,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
inu.30000109157309,1949,"A new dictionary of the French and English languages by E. Clifton, the whole entirely remodelled and enlarged by J. McLaughlin.",NA,"D. McKay, [194-?]",French,stan1290,French,stan1290,inu.30000109157309,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
njp.32101065826396,1900,A new dictionary of the Italian and English languages : based upon that of Baretti / compiled by John Davenport and Guglielmo Comelati.,vol.1,"Whittaker, [1900?].",Italian,ital1282,Italian,ital1282,njp.32101065826396,njp.32101065826396,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
njp.32101065826388,1900,A new dictionary of the Italian and English languages : based upon that of Baretti / compiled by John Davenport and Guglielmo Comelati.,vol.2,"Whittaker, [1900?].",Italian,ital1282,Italian,ital1282,njp.32101065826396,njp.32101065826396,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
hvd.hwsfh9,1865,"A new dictionary of the Italian and English languages, compiled from the works of Baretti, Bottarelli, Polidori, etc. In two parts. I. Ital. and Eng.--2. Eng. and Ital. Preceded by an Italian grammar, by J. Ouiseau.",NA,"G.R. Lockwood, 1865.",Italian,ital1282,Italian,ital1282,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015066927875,1896,"A new dictionary of the Latin and English languages, with an appendix of Latin geographical, historical, and mythological proper names.",NA,"B. Tauchnitz, 1896.",Latin,lati1261,Latin,lati1261,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.31175002861998,1870,A new dictionary of the Marathi language / compiled by Raghunath Bhaskar Godbole.,NA,"Government Central Book Depot, 1870.",Marathi,mara1378,Marathi,mara1378,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
pst.000008979230,1945,A new dictionary of the Portuguese and English languages ...,pt.2,F. Ungar Pub. Co. [1945],Portuguese,port1283,Portuguese,port1283,pst.000008979230,pst.000008979230,NA,NA,NA,x-english (and english-x),1,duplicate and volume flag,1,NA
uc1.31210023539198,1945,A new dictionary of the Portuguese and English languages ...,v. 1,F. Ungar Pub. Co. [1945],Portuguese,port1283,Portuguese,port1283,pst.000008979230,pst.000008979230,NA,NA,NA,x-english (and english-x),1,duplicate and volume flag,1,NA
uc1.b000939244,1871,"A new dictionary of the Portuguese and English languages; containing all the vocables in common use, with a selection of terms obsolescent or obsolete connected with polite literature technical terms, or such as are in general use in the arts, manufactures, and sciences, in naval and military language, in law, trade, and commerce, &c., &c., &c., by D. José de Lacerda.",NA,"Imprensa Nacional, 1871.",Portuguese,port1283,Portuguese,port1283,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
coo.31924087955799,1905,"A new dictionary of the Portuguese and English languages, enriched by a great number of technical terms based on a manuscript of Julius Cornet.",v.2,"F. A. Brockhaus, 1905.",Portuguese,port1283,Portuguese,port1283,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
hvd.hwsi2s,1823,"A new dictionary of the Spanish and English languages : wherein the words are correctly explained, agreeably to their different meanings and a great variety of terms, relating to the arts, sciences, manufactures, merchandise, navigation, and trade, elucidated / compiled from the most valuable works of English and Spanish writers by Henry Neuman.",1,"A. Small and H. C. Carey & I. Lea, 1823.",Spanish,stan1288,Spanish,stan1288,hvd.hwsi2s,hvd.hwsi2s,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
hvd.hwsi2r,1823,"A new dictionary of the Spanish and English languages : wherein the words are correctly explained, agreeably to their different meanings and a great variety of terms, relating to the arts, sciences, manufactures, merchandise, navigation, and trade, elucidated / compiled from the most valuable works of English and Spanish writers by Henry Neuman.",2,"A. Small and H. C. Carey & I. Lea, 1823.",Spanish,stan1288,Spanish,stan1288,hvd.hwsi2s,hvd.hwsi2s,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc2.ark:/13960/t7np2bs92,1726,"A new dictionary, Spanish and English, and English and Spanish ... By Captain John Stevens.  Diccionario nuevo español y ingles, y ingles y español.",NA,"Printed for J. Darby [etc.], 1726.",Spanish,stan1288,Spanish,stan1288,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
ucm.5326755163,1726,"A new dictionary Spanish and english and english and Spanish / by Captain John Stevens = Diccionario nuevo español y ingles, y ingles y español ... / por el capitan Don Juan Stevens",NA,"printed for J Darby ... [and 8 other], 1726",Spanish,stan1288,Spanish,stan1288,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
hvd.hn352d,1885,A new English and French pocket dictionary.,english-french,"K. Nilsson, 1880-85.",French,stan1290,French,stan1290,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.49015002913284,1984,A New English-Chinese dictionary.,NA,"Commercial Press ; J. Wiley, c1984.",Chi,chii1238,Chinese,mand1415,mdp.49015002913284,NA,NA,NA,NA,english-x,NA,NA,1,NA
uc1.l0088308903,1970,"A new English dictionary for Chinese students, by L. P. Fung. Xin wu yong Ying Han shuang jie ci dian, Feng Langbo bian.,A new English dictionary for Chinese students, by L. P. Fung. 新五用英雙解辭典, 馮浪波編.",NA,"Da jia chu ban she, [1970], 大家出版社 [1970]",Chi,chii1238,Chinese,mand1415,NA,NA,NA,NA,NA,english-x,NA,NA,NA,1
nyp.33433069251639,1843,"A new English-German and German-English dictionary; containing all the words in general use ... Comp. from the dictionaries of Lloyd, Nöhden, Flügel and Sporschil.",v. 1-2,"G.W. Mentz and Son, 1843.",German,stan1295,German,stan1295,nyp.33433069251639,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
nyp.33433069251621,1834,"A new English-German and German-English dictionary; containing all the words in general use, designating the various parts of speech in both languages with the genders and plurals of the German nouns. Comp. from the dictionaries of Lloyd, Nöhden, Flügel, and Sporschil ...",v. 1,"G.W. Mentz and son, 1834.",German,stan1295,German,stan1295,nyp.33433069251621,nyp.33433069251621,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
nyp.33433069251613,1834,"A new English-German and German-English dictionary; containing all the words in general use, designating the various parts of speech in both languages with the genders and plurals of the German nouns. Comp. from the dictionaries of Lloyd, Nöhden, Flügel, and Sporschil ...",v. 2,"G.W. Mentz and son, 1834.",German,stan1295,German,stan1295,nyp.33433069251621,nyp.33433069251621,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
hvd.32044050659804,1883,"A new English-Hindustani dictionary with illustrations from English literature and colloquial English, tr. into Hindustani by S.W. Fallon assisted by Lala Faqir Chand.",NA,"E.J. Lazarus, 1883.",Hindustani,hind1270,Hindustani,hind1270,hvd.32044050659804,NA,NA,NA,NA,english-x,NA,NA,1,1
uc2.ark:/13960/t5s75hw5w,1913,"A new English-Japanese dictionary, by T. Masuda ...",NA,Maruzen company ltd. [1913],Japanese,nucl1643,Japanese,nucl1643,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
uc1.b4288438,1936,"A new English-Russian and Russian-English dictionary, containing the whole vocabulary in general use, with copious selections of scientific, technical and commercial terms, and others lately brought into use, with their pronunciation figured",v.1-2,D. McKay Co. [1936],Russian,russ1263,Russian,russ1263,uc1.b4288438,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015066373948,1971,A new English-Sindhi dictionary. Compiled by Parmanand Mewaram. -,NA,"Sahitya Akademi, [1971]",Sindhi,sind1272,Sindhi,sind1272,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
umn.31951002180933r,1942,A new English-Spanish and Spanish-English dictionary.,NA,David McKay company [1911].,Spanish,stan1288,Spanish,stan1288,umn.31951002180933r,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015052260190,2000,A new Fijian dictionary / compiled by A. Capell for the Government of Fiji.,NA,"Obtainable from the Govt. Printer, 1991.",Fijian,fiji1243,Fijian,fiji1243,mdp.39015052260190,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
uiug.30112083827201,1914,A new French and English dictionary / compiled from the best authorities in both languages by James Boi  elle ; aided by de V. Payen-Payne.,NA,"Cassell, 1914.",French,stan1290,French,stan1290,uiug.30112083827201,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc2.ark:/13960/t1bk1fq3n,1855,"A new French and English pronouncing dictionary / by F.C. Meadows ; compared with, and corrected according to the ... work of Noël and Chapsal. By Félix J.B. Koestler.",NA,"R. Lockwood, 1855.",French,stan1290,French,stan1290,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
hvd.hwsibf,1848,"A new French and English pronouncing dictionary on the basis of Nugent's, with many new words in general use.",NA,"Roe Lockwood & Son, etc., etc., 1848.",French,stan1290,French,stan1290,hvd.hwsibf,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
coo.31924074162334,1974,A new French-English and English-French dictionary / by E. Clifton and J. McLaughlin.,NA,"Garnier, c1974.",French,stan1290,French,stan1290,coo.31924074162334,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
hvd.32044100045863,1833,A new French & English dictionary.,pt.1-2,"[Print. by Mills, Jowett & Mills], 1833.",French,stan1290,French,stan1290,hvd.32044100045863,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
osu.32435015765738,1911,A new French-English general dictionary.,NA,1911,French,stan1290,French,stan1290,osu.32435015765738,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
chi.097261281,1915,"A new German and English dictionary, comp. from the best authorities in both languages; rev. and considerably enl. by Karl Breul ...",v.1,"Funk & Wagnalls company, 1915.",German,stan1295,German,stan1295,chi.097261281,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.32106013462459,1926,"A new German-English dictionary for general use containing an exhaustive vocabulary of the colloquial and literary English and German languages, as well as a great many scientific, technical and commercial terms and phrases and preceded by a study of the German pronunciation, by F.C. Hebert and L. Hirsch",NA,D. McKay [1926?],German,stan1295,German,stan1295,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
hvd.hh2v2l,1802,A new hand-dictionary of the English language for the Germans and of the German language for Englishmen.,v.1,"Renger, 1800-1802.",German,stan1295,German,stan1295,NA,hvd.hh2v2l,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
hvd.hh2v2j,1802,A new hand-dictionary of the English language for the Germans and of the German language for Englishmen.,v.3,"Renger, 1800-1802.",German,stan1295,German,stan1295,NA,hvd.hh2v2l,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.31822003129046,1984,A new Hindustani-English dictionary : with illustrations from Hindustani literature and folklore / by S.W. Fallon,NA,"Bharti Bhandar, 1984",Hindustani,hind1270,Hindustani,hind1270,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,1
uc1.b000208057,1897,A new Japanese-English dictionary. With appendex [!] by I. Tanoak [!] Y. Yamazaki. F. Takano.,NA,"M. Okura, 1897.",Japanese,nucl1643,Japanese,nucl1643,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
hvd.hw2ql1,1810,A new Latin-English dictionary. To which is prefixed an English-Latin dictionary.,NA,"A. Wilson, 1810.",Latin,lati1261,Latin,lati1261,hvd.hw2ql1,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015008523071,1968,A new Malagasy-English dictionary; edited and rearranged by J. Richardson.,NA,"Gregg, 1967 [i.e. 1968]",Richa,rich1238,Malagasy,plat1254,NA,NA,Plateau Malagasy,https://glottolog.org/resource/reference/id/81814,NA,x-english (and english-x),NA,corrected,1,1
mdp.39015021255214,1966,"A new picture English-Chinese dictionary = Zui xin tu jie Ying Han ci dian / By S.W. Pao.,New picture English-Chinese dictionary = 最新圖解英漢辭典/ By S.W. Pao.",NA,"Dong fang shu dian, Zhonghua Minguo 55 nian [1966], 東方書店, 中華民國55年[1966]",Chi,chii1238,Chinese,mand1415,NA,NA,NA,NA,NA,english-x,NA,NA,NA,1
nyp.33433075922736,9999,A new pocket dictionary of the Dutch and English languages ...,NA,"T. Cadell, 1824-",Dutch,dutc1256,Dutch,dutc1256,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
nyp.33433075867600,1892,A new pocket-dictionary of the English and Dano-Norwegian languages.,NA,Hirschfeld Bros. [1892],Norwegian,norw1258,Norwegian,norw1258,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
hvd.hwpset,1899,A New pocket-dictionary of the English and Dutch languages.,NA,"O. Holtzes Nachfolger, 1899.",Dutch,dutc1256,Dutch,dutc1256,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
hvd.hwpsep,1843,"A new pocket dictionary of the English and Dutch languages, remodelled and corrected from the best authorities.",2:01,"J. Noman & Son, 1843.",Dutch,dutc1256,Dutch,dutc1256,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
nyp.33433081637690,1892,A new pocket dictionary of the English and French languages. By J.E. Wessely ... Nouveau dictionnaire de poche anglais-français & français-anglais. Par J.E. Wessely ...,NA,"B. Tauchnitz, 1892.",French,stan1290,French,stan1290,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
