glottocode,word,sum_count,glottolog_langname
stan1288,locker,349,Spanish
stan1290,imaginative,349,French
stan1290,inventive,349,French
stan1290,questionnaire,349,French
wels1247,symbol,349,Welsh
lati1261,canon,348,Latin
lati1261,humane,348,Latin
lati1261,observer,348,Latin
mand1415,projector,348,Mandarin Chinese
olde1238,rest,348,Old English (ca. 450-1100)
port1283,trivial,348,Portuguese
stan1288,removed,348,Spanish
stan1288,sets,348,Spanish
stan1290,posts,348,French
stan1290,torque,348,French
swah1253,una,348,Swahili
wels1247,drawn,348,Welsh
finn1318,sun,347,Finnish
indo1316,hotel,347,Standard Indonesian
ital1282,compose,347,Italian
lati1261,marine,347,Latin
lati1261,vertigo,347,Latin
poli1260,ocean,347,Polish
port1283,pillar,347,Portuguese
sout1528,lift,347,Serbian-Croatian-Bosnian
stan1288,fans,347,Spanish
stan1288,gaming,347,Spanish
stan1288,reversible,347,Spanish
stan1290,coordination,347,French
stan1290,photos,347,French
stan1295,bums,347,German
swed1254,skin,347,Swedish
dutc1256,wolf,346,Dutch
ital1282,cutter,346,Italian
lati1261,alienate,346,Latin
lati1261,mite,346,Latin
olde1238,horse,346,Old English (ca. 450-1100)
port1283,commercial,346,Portuguese
stan1288,jockey,346,Spanish
stan1288,yen,346,Spanish
stan1290,bunker,346,French
stan1290,saxophone,346,French
stan1290,seconds,346,French
czec1258,fix,345,Czech
dutc1256,pat,345,Dutch
dutc1256,rag,345,Dutch
fiji1243,mate,345,Fijian
ital1282,discipline,345,Italian
ital1282,taxi,345,Italian
lati1261,narrator,345,Latin
oldf1239,set,345,Old French (842-ca. 1400)
poli1260,won,345,Polish
port1283,super,345,Portuguese
stan1288,benefactor,345,Spanish
stan1288,boxes,345,Spanish
stan1290,architectural,345,French
stan1290,conventions,345,French
stan1290,robot,345,French
stan1306,natural,345,Standard Malay
afri1274,lies,344,Afrikaans
afri1274,rugby,344,Afrikaans
czec1258,evidence,344,Czech
dutc1256,telling,344,Dutch
hung1274,kit,344,Hungarian
lati1261,gesture,344,Latin
lati1261,mediator,344,Latin
lati1261,postpone,344,Latin
lith1251,tarp,344,Lithuanian
port1283,converter,344,Portuguese
roma1327,step,344,Romanian
scot1243,peer,344,Scots
sout1528,student,344,Serbian-Croatian-Bosnian
stan1288,epitome,344,Spanish
stan1288,saloon,344,Spanish
stan1290,cervical,344,French
stan1290,jars,344,French
stan1290,observable,344,French
stan1295,aggressive,344,German
dutc1256,grove,343,Dutch
iris1253,sir,343,Irish
ital1282,associate,343,Italian
ital1282,impose,343,Italian
ital1282,penetrate,343,Italian
lati1261,intelligent,343,Latin
midd1317,comb,343,Middle English
port1283,protector,343,Portuguese
roma1327,independent,343,Romanian
roma1327,lung,343,Romanian
scot1245,coin,343,Scottish Gaelic
sout1528,gas,343,Serbian-Croatian-Bosnian
stan1288,alfalfa,343,Spanish
stan1288,plasma,343,Spanish
stan1290,aquarium,343,French
stan1290,missions,343,French
czec1258,justice,342,Czech
lati1261,fuse,342,Latin
lati1261,tube,342,Latin
port1283,curve,342,Portuguese
stan1290,corrective,342,French
stan1290,racial,342,French
tetu1245,see,342,Tetum
czec1258,don,341,Czech
czec1258,rose,341,Czech
dutc1256,belt,341,Dutch
hung1274,fed,341,Hungarian
icel1247,get,341,Icelandic
lati1261,cute,341,Latin
poli1260,pal,341,Polish
port1283,notes,341,Portuguese
sout1528,period,341,Serbian-Croatian-Bosnian
stan1290,docks,341,French
stan1290,scooter,341,French
stan1290,thermostat,341,French
stan1295,extremes,341,German
czec1258,meteor,340,Czech
dutc1256,hinder,340,Dutch
dutc1256,tool,340,Dutch
ital1282,immobile,340,Italian
ital1282,soda,340,Italian
port1283,crush,340,Portuguese
stan1288,modular,340,Spanish
stan1290,translations,340,French
stan1306,beg,340,Standard Malay
finn1318,market,339,Finnish
kawi1241,guru,339,Kawi
nucl1301,start,339,Turkish
roma1327,solid,339,Romanian
stan1288,commodity,339,Spanish
stan1290,disputes,339,French
stan1290,portraits,339,French
stan1290,quantum,339,French
stan1290,shaker,339,French
stan1290,villages,339,French
taus1251,bay,339,Tausug
afri1274,bang,338,Afrikaans
afri1274,drank,338,Afrikaans
dutc1256,comfort,338,Dutch
dutc1256,grind,338,Dutch
dutc1256,surprise,338,Dutch
hung1274,font,338,Hungarian
indo1316,model,338,Standard Indonesian
lati1261,bro,338,Latin
poli1260,grand,338,Polish
port1283,normal,338,Portuguese
scot1243,agent,338,Scots
stan1288,audio,338,Spanish
stan1288,peas,338,Spanish
stan1288,primordial,338,Spanish
stan1288,rebate,338,Spanish
stan1290,outsider,338,French
stan1290,portions,338,French
stan1290,timing,338,French
stan1295,sonnet,338,German
swed1254,test,338,Swedish
wels1247,balm,338,Welsh
dutc1256,partner,337,Dutch
dutc1256,testament,337,Dutch
ital1282,dissipate,337,Italian
lati1261,prosecute,337,Latin
mand1415,timing,337,Mandarin Chinese
port1283,tale,337,Portuguese
roma1327,transport,337,Romanian
roma1327,unit,337,Romanian
stan1290,bye,337,French
stan1290,coexistence,337,French
stan1290,habitat,337,French
stan1290,statues,337,French
stan1290,tapes,337,French
stan1290,zoom,337,French
dani1285,bag,336,Danish
dutc1256,bore,336,Dutch
iris1253,praise,336,Irish
ital1282,orchestra,336,Italian
port1283,led,336,Portuguese
port1283,ore,336,Portuguese
scot1245,dust,336,Scottish Gaelic
sout1528,motor,336,Serbian-Croatian-Bosnian
stan1288,define,336,Spanish
stan1290,pharynx,336,French
dutc1256,fret,335,Dutch
dutc1256,wee,335,Dutch
finn1318,beat,335,Finnish
ital1282,diverse,335,Italian
ital1282,plank,335,Italian
minn1241,bat,335,Min Nan Chinese
nucl1301,deli,335,Turkish
olde1238,east,335,Old English (ca. 450-1100)
poli1260,lump,335,Polish
port1283,urge,335,Portuguese
roma1327,plastic,335,Romanian
scot1243,coup,335,Scots
stan1288,desperate,335,Spanish
stan1288,mats,335,Spanish
stan1290,communicative,335,French
stan1295,consequent,335,German
swah1253,vile,335,Swahili
iris1253,post,334,Irish
ital1282,site,334,Italian
lati1261,brute,334,Latin
lati1261,epitome,334,Latin
lati1261,pungent,334,Latin
poli1260,grunt,334,Polish
stan1288,males,334,Spanish
stan1290,batteries,334,French
stan1295,finale,334,German
stan1295,inverse,334,German
swed1254,tom,334,Swedish
czec1258,base,333,Czech
dutc1256,link,333,Dutch
esto1258,pole,333,Estonian
esto1258,road,333,Estonian
esto1258,sea,333,Estonian
ital1282,lustre,333,Italian
ital1282,missile,333,Italian
lati1261,solve,333,Latin
port1283,chip,333,Portuguese
port1283,coral,333,Portuguese
port1283,roots,333,Portuguese
roma1327,pace,333,Romanian
roma1327,port,333,Romanian
roma1327,singular,333,Romanian
stan1288,presume,333,Spanish
stan1288,rife,333,Spanish
stan1290,curriculum,333,French
stan1290,skis,333,French
czec1258,met,332,Czech
dutc1256,design,332,Dutch
dutc1256,paste,332,Dutch
ital1282,urine,332,Italian
poli1260,lace,332,Polish
port1283,decide,332,Portuguese
roma1327,team,332,Romanian
scot1243,simmer,332,Scots
taga1270,slang,332,Tagalog
dutc1256,wan,331,Dutch
hmon1333,tug,331,Hmong Daw
ital1282,clown,331,Italian
nucl1301,ant,331,Turkish
port1283,extra,331,Portuguese
sout1528,bog,331,Serbian-Croatian-Bosnian
stan1288,polio,331,Spanish
stan1290,barons,331,French
stan1290,cabinets,331,French
stan1290,harem,331,French
dutc1256,column,330,Dutch
iban1264,tang,330,Iban
ital1282,valve,330,Italian
lati1261,turbine,330,Latin
nucl1301,gel,330,Turkish
poli1260,limit,330,Polish
port1283,expert,330,Portuguese
port1283,oriental,330,Portuguese
stan1288,magnate,330,Spanish
swed1254,lift,330,Swedish
czec1258,pat,329,Czech
ital1282,fibre,329,Italian
port1283,flood,329,Portuguese
port1283,partner,329,Portuguese
stan1288,algebra,329,Spanish
stan1290,concessions,329,French
stan1290,coroner,329,French
stan1290,expansive,329,French
stan1290,productions,329,French
cebu1242,animal,328,Cebuano
dani1285,bed,328,Danish
dani1285,radio,328,Danish
dutc1256,lens,328,Dutch
dutc1256,rob,328,Dutch
roma1327,fir,328,Romanian
roma1327,leader,328,Romanian
stan1290,insurgent,328,French
stan1290,monuments,328,French
czec1258,ace,327,Czech
dutc1256,excellent,327,Dutch
dutc1256,golf,327,Dutch
ital1282,imitate,327,Italian
ital1282,quiz,327,Italian
lati1261,contribute,327,Latin
lati1261,piles,327,Latin
lati1261,significant,327,Latin
stan1288,lobby,327,Spanish
lati1261,disco,326,Latin
mand1415,impart,326,Mandarin Chinese
scot1245,fill,326,Scottish Gaelic
stan1290,aspects,326,French
stan1290,centuries,326,French
stan1290,instructive,326,French
stan1290,structural,326,French
swed1254,tack,326,Swedish
swed1254,verb,326,Swedish
viet1252,organ,326,Vietnamese
hung1274,modern,325,Hungarian
ital1282,stucco,325,Italian
lati1261,metropolis,325,Latin
poli1260,stare,325,Polish
port1283,brutal,325,Portuguese
port1283,pulse,325,Portuguese
scot1243,bodies,325,Scots
scot1245,grad,325,Scottish Gaelic
ital1282,racket,324,Italian
lati1261,antique,324,Latin
lati1261,lice,324,Latin
lati1261,sage,324,Latin
olde1238,west,324,Old English (ca. 450-1100)
port1283,curse,324,Portuguese
scot1245,praise,324,Scottish Gaelic
stan1288,invade,324,Spanish
stan1288,sprint,324,Spanish
stan1290,adoptive,324,French
stan1290,grime,324,French
stan1290,religions,324,French
stan1295,virulent,324,German
swed1254,sort,324,Swedish
indo1316,fail,323,Standard Indonesian
lati1261,asset,323,Latin
port1283,continue,323,Portuguese
port1283,fade,323,Portuguese
stan1288,boxer,323,Spanish
stan1290,observant,323,French
stan1290,traditions,323,French
stan1295,superb,323,German
dutc1256,platform,322,Dutch
ital1282,include,322,Italian
ital1282,indicate,322,Italian
ital1282,item,322,Italian
lati1261,investigator,322,Latin
nucl1301,step,322,Turkish
nucl1643,mike,322,Japanese
roma1327,card,322,Romanian
stan1288,facilitate,322,Spanish
stan1288,legitimate,322,Spanish
stan1288,mini,322,Spanish
stan1290,morphine,322,French
stan1290,plasma,322,French
stan1290,spectral,322,French
swed1254,heat,322,Swedish
afri1274,base,321,Afrikaans
czec1258,trap,321,Czech
dutc1256,reserve,321,Dutch
iris1253,bail,321,Irish
ital1282,convince,321,Italian
lati1261,pave,321,Latin
poli1260,spin,321,Polish
scot1243,steer,321,Scots
stan1290,confluence,321,French
stan1290,inclusion,321,French
stan1295,pseudonym,321,German
stan1306,pan,321,Standard Malay
swed1254,nice,321,Swedish
swed1254,tan,321,Swedish
dani1285,net,320,Danish
dutc1256,protest,320,Dutch
hung1274,roller,320,Hungarian
icel1247,mark,320,Icelandic
indo1316,tank,320,Standard Indonesian
ital1282,saliva,320,Italian
lati1261,heroes,320,Latin
poli1260,humor,320,Polish
port1283,retire,320,Portuguese
scot1243,leaf,320,Scots
stan1288,cabaret,320,Spanish
stan1288,champagne,320,Spanish
stan1288,vistas,320,Spanish
stan1290,frustration,320,French
stan1290,glucose,320,French
stan1290,patchwork,320,French
stan1290,subpoena,320,French
swed1254,grad,320,Swedish
dutc1256,image,319,Dutch
ital1282,magazine,319,Italian
lati1261,simulate,319,Latin
poli1260,hotel,319,Polish
poli1260,mile,319,Polish
port1283,liar,319,Portuguese
port1283,taxa,319,Portuguese
roma1327,arc,319,Romanian
scot1243,lap,319,Scots
stan1288,duplicate,319,Spanish
stan1288,gentlemen,319,Spanish
stan1290,affidavit,319,French
stan1290,radioactive,319,French
stan1290,revenues,319,French
stan1290,supervise,319,French
afri1274,lens,318,Afrikaans
dani1285,show,318,Danish
indo1316,program,318,Standard Indonesian
lati1261,irritate,318,Latin
lati1261,operas,318,Latin
port1283,doe,318,Portuguese
roma1327,normal,318,Romanian
stan1290,concoction,318,French
stan1290,prostate,318,French
swed1254,sedan,318,Swedish
czec1258,serve,317,Czech
czec1258,tip,317,Czech
dani1285,general,317,Danish
dutc1256,fix,317,Dutch
finn1318,rope,317,Finnish
iris1253,fad,317,Irish
lati1261,imam,317,Latin
lati1261,supple,317,Latin
roma1327,introduce,317,Romanian
stan1288,copyright,317,Spanish
stan1288,proverbial,317,Spanish
stan1295,digital,317,German
hmon1333,mob,316,Hmong Daw
ital1282,mule,316,Italian
ital1282,positive,316,Italian
olde1238,dry,316,Old English (ca. 450-1100)
poli1260,blade,316,Polish
poli1260,trip,316,Polish
stan1288,bumper,316,Spanish
stan1288,greens,316,Spanish
stan1290,causal,316,French
stan1290,freezer,316,French
swed1254,strong,316,Swedish
ital1282,relapse,315,Italian
lati1261,climax,315,Latin
lati1261,statute,315,Latin
poli1260,gap,315,Polish
port1283,preserve,315,Portuguese
port1283,torture,315,Portuguese
scot1243,lamp,315,Scots
stan1288,dedicate,315,Spanish
stan1288,floral,315,Spanish
stan1290,iceberg,315,French
stan1290,recapture,315,French
stan1290,sabotage,315,French
stan1290,saga,315,French
ital1282,rally,314,Italian
lati1261,deficit,314,Latin
lati1261,lecture,314,Latin
port1283,pastor,314,Portuguese
port1283,ripe,314,Portuguese
slov1269,pod,314,Slovak
stan1288,insular,314,Spanish
stan1288,mascara,314,Spanish
stan1290,experts,314,French
dutc1256,prove,313,Dutch
indo1316,pita,313,Standard Indonesian
poli1260,den,313,Polish
port1283,revolver,313,Portuguese
roma1327,argument,313,Romanian
roma1327,dry,313,Romanian
sout1528,pile,313,Serbian-Croatian-Bosnian
stan1288,cholera,313,Spanish
stan1288,crucial,313,Spanish
stan1288,marketing,313,Spanish
stan1288,pretended,313,Spanish
stan1288,valet,313,Spanish
stan1290,clauses,313,French
stan1295,vigilant,313,German
finn1318,cover,312,Finnish
finn1318,move,312,Finnish
lati1261,degenerate,312,Latin
lati1261,inspector,312,Latin
lati1261,tote,312,Latin
nucl1301,net,312,Turkish
port1283,cheque,312,Portuguese
port1283,disco,312,Portuguese
port1283,gate,312,Portuguese
port1283,major,312,Portuguese
port1283,tape,312,Portuguese
port1283,vote,312,Portuguese
stan1288,machete,312,Spanish
stan1288,zip,312,Spanish
dutc1256,worst,311,Dutch
finn1318,tee,311,Finnish
ital1282,turbine,311,Italian
ital1282,whisky,311,Italian
lati1261,diploma,311,Latin
nucl1643,matte,311,Japanese
poli1260,stole,311,Polish
port1283,performance,311,Portuguese
stan1288,menstrual,311,Spanish
stan1290,instinctive,311,French
stan1290,intuitive,311,French
stan1290,pipeline,311,French
stan1290,vortex,311,French
dutc1256,camera,310,Dutch
dutc1256,harp,310,Dutch
hmon1333,dab,310,Hmong Daw
indo1316,stem,310,Standard Indonesian
iris1253,focal,310,Irish
ital1282,nursery,310,Italian
lati1261,abdomen,310,Latin
lati1261,quote,310,Latin
lati1261,salsa,310,Latin
port1283,inquire,310,Portuguese
stan1288,solace,310,Spanish
stan1290,barbecue,310,French
stan1290,cracks,310,French
stan1290,fixes,310,French
stan1290,grasses,310,French
stan1295,floral,310,German
afri1274,beer,309,Afrikaans
czec1258,sentence,309,Czech
dani1285,dog,309,Danish
dutc1256,content,309,Dutch
indo1316,meter,309,Standard Indonesian
ital1282,prose,309,Italian
lati1261,contemplate,309,Latin
port1283,compare,309,Portuguese
port1283,perpendicular,309,Portuguese
port1283,sweep,309,Portuguese
scot1243,maiden,309,Scots
stan1288,alienate,309,Spanish
stan1290,inhalation,309,French
swed1254,bred,309,Swedish
taga1270,din,309,Tagalog
esto1258,mind,308,Estonian
iris1253,harm,308,Irish
ital1282,precise,308,Italian
lati1261,invade,308,Latin
lati1261,regimen,308,Latin
olde1238,wine,308,Old English (ca. 450-1100)
port1283,jack,308,Portuguese
port1283,motive,308,Portuguese
roma1327,republic,308,Romanian
stan1288,bona,308,Spanish
stan1288,compute,308,Spanish
stan1288,fumes,308,Spanish
stan1290,adaptable,308,French
stan1290,derby,308,French
stan1290,enclave,308,French
stan1295,molar,308,German
hung1274,platform,307,Hungarian
indo1316,spot,307,Standard Indonesian
poli1260,pet,307,Polish
scot1243,fare,307,Scots
stan1295,beige,307,German
tokp1240,skin,307,Tok Pisin
czec1258,mile,306,Czech
dani1285,mere,306,Danish
dutc1256,lake,306,Dutch
dutc1256,landing,306,Dutch
ital1282,duo,306,Italian
nucl1301,dam,306,Turkish
nucl1301,harp,306,Turkish
olde1238,self,306,Old English (ca. 450-1100)
oldn1244,get,306,Old Norse
port1283,rogue,306,Portuguese
port1283,vertical,306,Portuguese
scot1243,poem,306,Scots
stan1288,reproduce,306,Spanish
stan1288,tango,306,Spanish
stan1295,genital,306,German
swed1254,information,306,Swedish
swed1254,lake,306,Swedish
swed1254,private,306,Swedish
indo1316,pot,305,Standard Indonesian
ital1282,coma,305,Italian
lati1261,foetus,305,Latin
nucl1643,baton,305,Japanese
olde1238,red,305,Old English (ca. 450-1100)
roma1327,bridge,305,Romanian
roma1327,price,305,Romanian
stan1288,incorporate,305,Spanish
stan1288,monumental,305,Spanish
stan1290,input,305,French
stan1295,sprint,305,German
swed1254,race,305,Swedish
swed1254,rot,305,Swedish
wels1247,brat,305,Welsh
wels1247,radio,305,Welsh
afri1274,bus,304,Afrikaans
dutc1256,mix,304,Dutch
dutc1256,pier,304,Dutch
icel1247,art,304,Icelandic
indo1316,pin,304,Standard Indonesian
iris1253,hath,304,Irish
lati1261,decorate,304,Latin
lati1261,exclude,304,Latin
lati1261,requires,304,Latin
lati1261,response,304,Latin
maor1246,tuna,304,Maori
roma1327,motor,304,Romanian
stan1288,deteriorate,304,Spanish
stan1288,molecular,304,Spanish
stan1290,nicotine,304,French
stan1290,tends,304,French
swed1254,read,304,Swedish
afri1274,sand,303,Afrikaans
dutc1256,reeds,303,Dutch
dutc1256,snap,303,Dutch
finn1318,oven,303,Finnish
ital1282,appropriate,303,Italian
ital1282,spider,303,Italian
nucl1301,aka,303,Turkish
poli1260,hut,303,Polish
port1283,celestial,303,Portuguese
port1283,gay,303,Portuguese
port1283,persuade,303,Portuguese
roma1327,final,303,Romanian
roma1327,sexual,303,Romanian
stan1288,compile,303,Spanish
stan1288,memo,303,Spanish
stan1295,renal,303,German
wels1247,bump,303,Welsh
czec1258,sad,302,Czech
dani1285,ride,302,Danish
dani1285,stop,302,Danish
finn1318,loan,302,Finnish
ital1282,degenerate,302,Italian
ital1282,muse,302,Italian
nucl1301,market,302,Turkish
olde1238,heard,302,Old English (ca. 450-1100)
poli1260,park,302,Polish
stan1288,precedes,302,Spanish
stan1290,coaches,302,French
stan1290,compile,302,French
stan1290,continues,302,French
stan1290,flames,302,French
stan1290,iridescent,302,French
stan1290,mailing,302,French
stan1290,sacramental,302,French
stan1306,sat,302,Standard Malay
wels1247,flew,302,Welsh
wels1247,frown,302,Welsh
dani1285,led,301,Danish
dutc1256,rotten,301,Dutch
dutc1256,tart,301,Dutch
finn1318,radio,301,Finnish
hmon1333,tub,301,Hmong Daw
indo1316,data,301,Standard Indonesian
ital1282,prone,301,Italian
nucl1301,kin,301,Turkish
pali1273,mama,301,Pali
poli1260,herb,301,Polish
port1283,solo,301,Portuguese
sout1528,problem,301,Serbian-Croatian-Bosnian
stan1288,inaugural,301,Spanish
stan1290,audio,301,French
stan1290,caves,301,French
swed1254,real,301,Swedish
dutc1256,extra,300,Dutch
dutc1256,tint,300,Dutch
ital1282,compromise,300,Italian
ital1282,passive,300,Italian
lati1261,accumulate,300,Latin
lati1261,imperative,300,Latin
lati1261,thorax,300,Latin
port1283,boot,300,Portuguese
port1283,pine,300,Portuguese
port1283,spin,300,Portuguese
stan1290,sacrifices,300,French
stan1295,subversive,300,German
swed1254,standard,300,Swedish
wels1247,bait,300,Welsh
czec1258,swing,299,Czech
dutc1256,helper,299,Dutch
ital1282,suspense,299,Italian
ital1282,tunnel,299,Italian
lati1261,alternative,299,Latin
lati1261,astute,299,Latin
lith1251,jus,299,Lithuanian
port1283,chocolate,299,Portuguese
port1283,manifesto,299,Portuguese
