langname,level,gcode,gcode_rule,ref_name,concept,domain,basic,combo_name,word_list,source,sign,reference,url,scholarly,page,comments
Ndut,single,ndut1239,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Majid, A. (2021). Human olfaction at the intersection of language, culture, and biology. Trends in Cognitive Sciences, 25(2), 111-123.",https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(20)30277-1?dgcid=raven_jbs_etoc_email,1,NA,NA
Paiwan,single,paiw1248,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Majid, A. (2021). Human olfaction at the intersection of language, culture, and biology. Trends in Cognitive Sciences, 25(2), 111-123.",https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(20)30277-1?dgcid=raven_jbs_etoc_email,1,NA,NA
Thai,group,NA,langname_contains,Thai,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Majid, A. (2021). Human olfaction at the intersection of language, culture, and biology. Trends in Cognitive Sciences, 25(2), 111-123.",https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(20)30277-1?dgcid=raven_jbs_etoc_email,1,NA,NA
Thao,single,thao1240,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Majid, A. (2021). Human olfaction at the intersection of language, culture, and biology. Trends in Cognitive Sciences, 25(2), 111-123.",https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(20)30277-1?dgcid=raven_jbs_etoc_email,1,NA,NA
Truku seediq,single,taro1264,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Majid, A. (2021). Human olfaction at the intersection of language, culture, and biology. Trends in Cognitive Sciences, 25(2), 111-123.",https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(20)30277-1?dgcid=raven_jbs_etoc_email,1,NA,NA
Yombe,single,yomb1244,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Majid, A. (2021). Human olfaction at the intersection of language, culture, and biology. Trends in Cognitive Sciences, 25(2), 111-123.",https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(20)30277-1?dgcid=raven_jbs_etoc_email,1,NA,NA
Zapotec,group,NA,langname_contains,Zapotec,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Majid, A. (2021). Human olfaction at the intersection of language, culture, and biology. Trends in Cognitive Sciences, 25(2), 111-123.",https://www.cell.com/trends/cognitive-sciences/fulltext/S1364-6613(20)30277-1?dgcid=raven_jbs_etoc_email,1,NA,NA
Semaq Beri,single,sema1265,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Majid, A., & Kruspe, N. (2018). Hunter-gatherer olfaction is special. Current Biology, 28(3), 409-413.",https://www.cell.com/current-biology/pdf/S0960-9822(17)31616-0.pdf,1,NA,"Quoted in Majid, A. (2021). Human olfaction at the intersection of language, culture, and biology. Trends in Cognitive Sciences, 25(2), 111-123."
Semelai,single,seme1247,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"Majid, A., & Kruspe, N. (2018). Hunter-gatherer olfaction is special. Current Biology, 28(3), 409-413.",https://www.cell.com/current-biology/pdf/S0960-9822(17)31616-0.pdf,1,NA,"Quoted in Majid, A. (2021). Human olfaction at the intersection of language, culture, and biology. Trends in Cognitive Sciences, 25(2), 111-123."
Aleut,single,aleu1260,NA,NA,body parts,noun,0,bodypartscombo,"bile, breath, catarrh, pus, defecation, excrement, faeces, fart, gall, menses, mucous, mucus, phlegm, saliva, snot, placenta, semen, shit, spittle, sweat, tear, urine, vernix, vomit, beard, cheek, chin, eye, eyeball, eyebrow, eyelash, eyelid, face, forehead, gum, labium, lip, mandible, masseter, molar, moustache, mouth, mustache, nose, nostril, overlip, philtrum, pupil, iris, spectacle, stubble, tongue, tooth, teeth, whisker, backbone, belly, bicep, bladder, blood, bone, bowel, brain, cartilage, cervix, cheekbone, collarbone, coccyx, fat, flesh, gallbladder, gut, heart, hipbone, intestine, jaw, kidney, knee-cap, kneecap, knuckle, liver, lung, marrow, meat, muscle, navel, nerve, oesophagus, palate, pelvis, rectum, rib, seat-bone, shin, skeleton, skull, spine, spleen, sternum, stomach, tendon, testicle, throat, uvula, uterus, vein, velum, windpipe, womb, abdomen, ankle, anus, arm, armpit, arse, belly, body, breast, bum, buttock, chest, clavicle, clitoris, corpse, crotch, ear, ear-hole, earlobe, elbow, finger, fingernail, finger-tip, fontanel, fontanelle, foot, feet, forearm, foreskin, groin, hair, hand, palm, head, heel, hip, waist, knee, knuckle, leg, limb, nail, nape, spine, navel, neck, throat, nipple, oesophagus, palm, pate, penis, tail, pharynx, rump, scalp, skull, scrotum, shin, shoulder, skin, sole, stomach, testicle, thigh, thorax, thumb, toe, toenail, torso, underarm, uvula, vagina, vulva, wrinkle, wrist, genital","Enfield, N. J., Majid, A., & Van Staden, M. (2006). Cross-linguistic categorisation of the body: Introduction. Language sciences, 28(2-3), 137-147.",positive,"Marsh, G. H., & Laughlin, W. S. (1956). Human anatomical knowledge among the Aleutian Islanders. Southwestern Journal of Anthropology, 12(1), 38-78.",https://www.jstor.org/stable/pdf/3628857.pdf?refreqid=excelsior%3Accb4ae5a80f357f29c6dfd1917074401&ab_segments=&origin=&initiator=&acceptTC=1,1,NA,NA
Owa,single,owaa1237,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Mellow, Greg. 2009. Owa dictionary. Electronic file, submitted to Pacific Linguistics.",NA,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Thai,group,NA,langname_contains,Thai,rice,noun,1,ricecombo,rice,wordnet,positive,"Moerman, M. (2021). Agricultural change and peasant choice in a Thai village. University of California Press.",https://books.google.com.au/books?hl=en&lr=&id=gmnpDwAAQBAJ&oi=fnd&pg=PA3&dq=Agricultural+Change+and+Peasant+Choice+in+a+Thai+Village.&ots=0S3hGeDOpN&sig=p4sz7qEOMoGD-STYkOKLEE3qkps&redir_esc=y#v=onepage&q=Agricultural%20Change%20and%20Peasant%20Choice%20in%20a%20Thai%20Village.&f=falsee,1,150,"Quoted in Heider, K. G. (1969). Sweet Potato Notes and Lexical Queries, or The Problem of All Those Names for Sweet Potatoes in the New Guinea Highlands. Berkeley: Kroeber Anthropological Society Papers, 41, 78-86."
Takuu,single,taku1257,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Moyle, Richard. In press. Taku Dictionary ¯ . Canberra: Pacific Linguistics.",NA,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Xârâcùù,single,xara1244,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Moyse-Faurie, Claire, and Marie-Adèle Néchéro-Jorédie. 1989. Dictionnaire xârâcùù–français suivi d’un lexique français–xârâcùù (NouvelleCalédonie). Noumea: Ed. Populaires",NA,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
G||ana,single,gana1274,NA,NA,taste,noun,1,tastecombo,"taste, tasting, gustation",wordnet,positive,"Nakagawa, H. (2012). The importance of TASTE verbs in some Khoe languages. Linguistics, 50(3), 395-420.",https://www.degruyter.com/document/doi/10.1515/ling-2012-0014/html,1,NA,"Quoted in Speed, L. J., & Majid, A. (2020). Grounding language in the neglected senses of touch, taste, and smell. Cognitive neuropsychology, 37(5-6), 363-392."
G|ui,single,gwii1239,NA,NA,taste,noun,1,tastecombo,"taste, tasting, gustation",wordnet,positive,"Nakagawa, H. (2012). The importance of TASTE verbs in some Khoe languages. Linguistics, 50(3), 395-420.",https://www.degruyter.com/document/doi/10.1515/ling-2012-0014/html,1,NA,"Quoted in Speed, L. J., & Majid, A. (2020). Grounding language in the neglected senses of touch, taste, and smell. Cognitive neuropsychology, 37(5-6), 363-392."
Gbaya languages,group,NA,affiliation_contains,Gbaya-Manza-Ngbaka,taste,noun,1,tastecombo,"taste, tasting, gustation",wordnet,positive,"Nakagawa, H. (2012). The importance of TASTE verbs in some Khoe languages. Linguistics, 50(3), 395-420.",https://www.degruyter.com/document/doi/10.1515/ling-2012-0014/html,1,NA,NA
ǂHaba,single,naro1249,NA,NA,taste,noun,1,tastecombo,"taste, tasting, gustation",wordnet,positive,"Nakagawa, H. (2012). The importance of TASTE verbs in some Khoe languages. Linguistics, 50(3), 395-420.",https://www.degruyter.com/document/doi/10.1515/ling-2012-0014/html,1,NA,"Quoted in Speed, L. J., & Majid, A. (2020). Grounding language in the neglected senses of touch, taste, and smell. Cognitive neuropsychology, 37(5-6), 363-392."
Micmac,single,mikm1235,NA,NA,tree,noun,0,treecombo,tree,wordnet,positive,"Nettle, D., & Romaine, S. (2000). Vanishing voices: The extinction of the world's languages. Oxford: Oxford University Press.",https://friendsoftobi.org/misc/documentarchive/romainevanishingvoices72to77.pdf,1,NA,NA
Papua New Guinea,group,NA,country_equals_to,Papua New Guinea,bird,noun,0,birdcombo,bird,wordnet,positive,"Nettle, D., & Romaine, S. (2000). Vanishing voices: The extinction of the world's languages. Oxford: Oxford University Press.",https://friendsoftobi.org/misc/documentarchive/romainevanishingvoices72to77.pdf,1,NA,NA
Ponapean,single,pohn1238,NA,NA,sweet potato,compound,1,sweetpotatocombo,NA,NA,positive,"Nida, E. A. (1958). Analysis of meaning and dictionary making. International Journal of American Linguistics, 24(4), 279-292.",https://www.journals.uchicago.edu/doi/10.1086/464477,1,NA,NA
Anuak,single,anua1242,NA,NA,corn,noun,1,corncombo,"corn, maize",wordnet,positive,"Nida, E. A. (1958). Analysis of meaning and dictionary making. International Journal of American Linguistics, 24(4), 279-292.",https://www.journals.uchicago.edu/doi/10.1086/464477,1,NA,NA
Mayan,group,NA,langfamily_equals_to,Mayan,corn,noun,1,corncombo,"corn, maize",wordnet,positive,"Nida, E. A. (1958). Analysis of meaning and dictionary making. International Journal of American Linguistics, 24(4), 279-292.",https://www.journals.uchicago.edu/doi/10.1086/464477,1,NA,NA
Nuer,single,nuer1246,NA,NA,cattle,noun,1,cattlecombo,"cattle, cow, ox, kine, oxen",wordnet,positive,"Nida, E. A. (1958). Analysis of meaning and dictionary making. International Journal of American Linguistics, 24(4), 279-292.",https://www.journals.uchicago.edu/doi/10.1086/464477,1,NA,NA
Seri,single,seri1257,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"O'Meara, C., & Majid, A. (2016). How changing lifestyles impact Seri smellscapes and smell language. Anthropological Linguistics, 58(2), 107-131.",https://pure.mpg.de/rest/items/item_2344192_6/component/file_2426475/content,1,NA,NA
Huehuetla Tepehua,single,hueh1236,NA,NA,smell,noun,1,smellcombo,"smell, odor, odour, aroma, scent, smelling",wordnet,positive,"o’Meara, C., Kung, S. S., & Majid, A. (2019). The challenge of olfactory ideophones: Reconsidering ineffability from the Totonac-Tepehua perspective. International Journal of American Linguistics, 85(2), 173-212.",https://eprints.whiterose.ac.uk/138326/1/O_Meara_et_al._THE_CHALLENGE_OF_OLFACTORY_IDEOPHONES_RECONSIDERI.pdf,1,NA,NA
Balade,single,bala1316,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Ozanne-Rivierre, Françoise. 1998. Le Nyelâyu de Balade (NouvelleCalédonie). Paris: Peters",https://www.persee.fr/doc/jso_0300-953x_1998_num_107_2_2063_t1_0244_0000_1,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Kalam,single,kala1397,NA,NA,bird,s,0,birdcombo,bird,wordnet,positive,"Pawley, A. (2006). On the size of the lexicon in preliterate language communities: comparing dictionaries of Australian, Austronesian and Papuan languages. In Favete linguis: studies in honour of viktor krupa. Institute of Oriental Studies.",https://openresearch-repository.anu.edu.au/handle/1885/18870,1,NA,NA
Kalam,single,kala1397,NA,NA,land invertebrates,noun,0,insectscombo,insect,wordnet,positive,"Pawley, A. (2006). On the size of the lexicon in preliterate language communities: comparing dictionaries of Australian, Austronesian and Papuan languages. In Favete linguis: studies in honour of viktor krupa. Institute of Oriental Studies.",https://openresearch-repository.anu.edu.au/handle/1885/18870,1,NA,NA
Kalam,single,kala1397,NA,NA,plant,noun,0,plantcombo,NA,historical thesaurus of english,positive,"Pawley, A. (2006). On the size of the lexicon in preliterate language communities: comparing dictionaries of Australian, Austronesian and Papuan languages. In Favete linguis: studies in honour of viktor krupa. Institute of Oriental Studies.",https://openresearch-repository.anu.edu.au/handle/1885/18870,1,NA,NA
Kalam,single,kala1397,NA,NA,terrestrial mammals,noun,0,terrestrialmammalscombo,mammal,wordnet,positive,"Pawley, A. (2006). On the size of the lexicon in preliterate language communities: comparing dictionaries of Australian, Austronesian and Papuan languages. In Favete linguis: studies in honour of viktor krupa. Institute of Oriental Studies.",https://openresearch-repository.anu.edu.au/handle/1885/18870,1,NA,NA
Kalam,single,kala1397,NA,NA,frog,noun,1,frogcombo,"frog, toad, anuran, batrachian, salientian",wordnet,positive,"Pawley, A. (2006). On the size of the lexicon in preliterate language communities: comparing dictionaries of Australian, Austronesian and Papuan languages. In Favete linguis: studies in honour of viktor krupa. Institute of Oriental Studies.",https://openresearch-repository.anu.edu.au/handle/1885/18870,1,NA,NA
Oceanic languages,group,NA,affiliation_contains,Oceanic,house-building,"noun, verb",0,buildingcombo,"build, construct, building, construction, dwelling, house",historical thesaurus of english,positive,"Pawley, A. (2006). On the size of the lexicon in preliterate language communities: comparing dictionaries of Australian, Austronesian and Papuan languages. In Favete linguis: studies in honour of viktor krupa. Institute of Oriental Studies.",https://openresearch-repository.anu.edu.au/handle/1885/18870,1,NA,NA
Oceanic languages,group,NA,affiliation_contains,Oceanic,gardening,"noun, verb",0,gardeningcombo,"garden, gardening, gardener, floriculture",historical thesaurus of english,positive,"Pawley, A. (2006). On the size of the lexicon in preliterate language communities: comparing dictionaries of Australian, Austronesian and Papuan languages. In Favete linguis: studies in honour of viktor krupa. Institute of Oriental Studies.",https://openresearch-repository.anu.edu.au/handle/1885/18870,1,NA,NA
Wayan Fijian,single,fiji1243,NA,NA,crustaceans,noun,1,crustaceanscombo,crustacean,wordnet,positive,"Pawley, A. (2006). On the size of the lexicon in preliterate language communities: comparing dictionaries of Australian, Austronesian and Papuan languages. In Favete linguis: studies in honour of viktor krupa. Institute of Oriental Studies.",https://openresearch-repository.anu.edu.au/handle/1885/18870,1,NA,NA
Wayan Fijian,single,fiji1243,NA,NA,mollusc,noun,1,mollusccombo,"mollusk, mollusc, shellfish",wordnet,positive,"Pawley, A. (2006). On the size of the lexicon in preliterate language communities: comparing dictionaries of Australian, Austronesian and Papuan languages. In Favete linguis: studies in honour of viktor krupa. Institute of Oriental Studies.",https://openresearch-repository.anu.edu.au/handle/1885/18870,1,NA,NA
Fijian,group,NA,langname_contains,Fijian,animal,noun,0,animalcombo,NA,NA,positive,"Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287.",https://books.google.com.au/books?hl=en&lr=&id=KIz6di5dvlYC&oi=fnd&pg=PA263&dq=What+does+it+take+to+make+an+ethnographic+dictionary%3F+On+the+treatment+of+fish+and+tree+names+in+dictionaries+of+Oceanic+languages.+&ots=7wrbbdCkr5&sig=lKkTy1A7py3zpx8FmIyVS_azso0&redir_esc=y#v=onepage&q=What%20does%20it%20take%20to%20make%20an%20ethnographic%20dictionary%3F%20On%20the%20treatment%20of%20fish%20and%20tree%20names%20in%20dictionaries%20of%20Oceanic%20languages.&f=false,1,265,NA
Fijian,group,NA,langname_contains,Fijian,tree,noun,0,treecombo,tree,wordnet,positive,"Pawley, Andrew, and Timoci Sayaba. 2003. Words of Waya: A dictionary of the Wayan dialect of the Western Fijian language. Printout, pp.1200. Department of Linguistics, Research School of Pacific and Asian Studies.",NA,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Hindi,single,hind1269,NA,NA,dance,noun,1,dancecombo,"dance, dancing, terpsichore",wordnet,positive,"Pollenz, P. (1949). Methods for the comparative study of the dance. American Anthropologist, 51(3), 428-435.",https://www.jstor.org/stable/pdf/664538.pdf?refreqid=fastly-default%3A5e24ec4ebe25dfdfa6b0f928fa94a1e4&ab_segments=&origin=&initiator=&acceptTC=1,1,NA,NA
Old English,single,olde1238,NA,NA,Christ,proper noun,1,christcombo,NA,NA,positive,"Porck, T. (2021). Onomasiological profiles of Old English texts: Analysing the vocabulary of Beowulf, Andreas and the Old English Martyrology through linguistic linked data. Amsterdamer Beiträge zur älteren Germanistik, 81(3-4), 359-383.",https://brill.com/view/journals/abag/81/3-4/article-p359_4.xml,1,NA,NA
Old English,single,olde1238,NA,NA,"bondage, slavery",noun,1,bondagecombo,"bondage, slavery, thrall, thralldom, thraldom",wordnet,positive,"Porck, T. (2021). Onomasiological profiles of Old English texts: Analysing the vocabulary of Beowulf, Andreas and the Old English Martyrology through linguistic linked data. Amsterdamer Beiträge zur älteren Germanistik, 81(3-4), 359-383.",https://brill.com/view/journals/abag/81/3-4/article-p359_4.xml,1,NA,NA
Old English,single,olde1238,NA,NA,cross,noun,1,crosscombo,"cross, crisscross",wordnet,positive,"Porck, T. (2021). Onomasiological profiles of Old English texts: Analysing the vocabulary of Beowulf, Andreas and the Old English Martyrology through linguistic linked data. Amsterdamer Beiträge zur älteren Germanistik, 81(3-4), 359-383.",https://brill.com/view/journals/abag/81/3-4/article-p359_4.xml,1,NA,NA
Old English,single,olde1238,NA,NA,warrior,noun,1,warriorcombo,warrior,wordnet,positive,"Porck, T. (2021). Onomasiological profiles of Old English texts: Analysing the vocabulary of Beowulf, Andreas and the Old English Martyrology through linguistic linked data. Amsterdamer Beiträge zur älteren Germanistik, 81(3-4), 359-383.",https://brill.com/view/journals/abag/81/3-4/article-p359_4.xml,1,NA,NA
Hawaiian,single,hawa1245,NA,NA,plant,noun,0,plantcombo,NA,historical thesaurus of english,positive,"Puku’i, Mary Kawena, and Samuel Elbert. (1971). Hawaiian Dictionary. Honolulu: University of Hawai’i Press.",https://archive.org/details/hawaiiandictiona00puku,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Pendau,single,pend1242,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Quick, Phil. 2010. Assaying the scope and number of fish names in Pendau based on Pawley’s Oceanic benchmarks. In A Journey Through Austronesian and Papuan Linguistic and Cultural Space. Papers in Honour of Andrew Pawley, eds. John Bowden, Nikolaus P. Himmelmann, and Malcolm Ross, 621–631. Canberra: Pacific Linguistics.",NA,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Sundanese,single,sund1252,NA,NA,to fall,verb,1,tofallcombo,NA,NA,positive,"Rahayu, A. R. (2020). A Frame-Semantic of the Verb ‘Fall down’and the Verbs Related to the Cause of Fall down in Sundanese Language. Jurnal Bahasa Inggris Terapan, 6(1), 1-12.",https://jurnal.polban.ac.id/ojs-3.1.2/inggris/article/download/1879/1746,1,NA,NA
Ponapean,single,pohn1238,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Rehg, Kenneth L., and Damian G. Sohl. 1979. Ponapean–English Dictionary. Honolulu: University of Hawai’i Press.",NA,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Uvean,group,NA,langname_contains,Uvean,fish,noun,0,fishcombo,fish,wordnet,positive,"Rensch, Karl H. 1983. Fish names of Wallis Island (Uvea). Pacific Studies 7(1):59–90.",http://lir.byuh.edu/index.php/pacific/article/download/2194/2119,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Korean,single,kore1280,NA,NA,taste,noun,1,tastecombo,"taste, tasting, gustation",wordnet,positive,"Rhee, S., & Koo, H. J. (2017). Multifaceted gustation: Systematicity and productivity of taste terms in Korean. Terminology, 23(1), 38-65.",https://www.researchgate.net/profile/Hyun-Jung-Koo/publication/318206346_Multifaceted_gustation_Expressing_sensory_experience_in_several_languages/links/5a0d1803a6fdcc39e9bfbf3c/Multifaceted-gustation-Expressing-sensory-experience-in-several-languages.pdf,1,NA,NA
Cemuhî,single,cemu1238,NA,NA,plant,noun,0,plantcombo,NA,historical thesaurus of english,positive,"Rivierre, J. C. (1994). Dictionnaire cèmuhî-français: suivi d'un lexique français-cèmuhî (Vol. 9). Peeters Publishers.","https://books.google.com.au/books?hl=en&lr=&id=wHnBUk9ZVDcC&oi=fnd&pg=PA7&dq=Rivierre,+Jean-Claude.+1994.+Dictionnaire+c%C3%A8muh%C3%AE%E2%80%93fran%C3%A7ais+suivi+d%E2%80%99un+lexique+fran%C3%A7ais%E2%80%93c%C3%A8muh%C3%AE&ots=b6N216i2WR&sig=62nw4TRIVJfxnZ1t74ab58wbEdk&redir_esc=y#v=onepage&q=Rivierre%2C%20Jean-Claude.%201994.%20Dictionnaire%20c%C3%A8muh%C3%AE%E2%80%93fran%C3%A7ais%20suivi%20d%E2%80%99un%20lexique%20fran%C3%A7ais%E2%80%93c%C3%A8muh%C3%AE&f=false",1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Paicî,single,paic1239,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Rivierre, Jean-Claude. 1983. Dictionnaire paicî–français suivi d’un lexique français–paicî. Paris: Société d’Études Linguistiques et Anthropologiques de France.",NA,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Cemuhî,single,cemu1238,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Rivierre, Jean-Claude. 1994. Dictionnaire cèmuhî–français suivi d’un lexique français–cèmuhî. Paris: Société d’Études Linguistiques et Anthropologiques de France, vol. no. 345.",NA,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Cemuhî,single,cemu1238,NA,NA,tree,noun,0,treecombo,tree,wordnet,positive,"Rivierre, Jean-Claude. 1994. Dictionnaire cèmuhî–français suivi d’un lexique français–cèmuhî. Paris: Société d’Études Linguistiques et Anthropologiques de France, vol. no. 345.",NA,1,NA,"Quoted in Pawley, A., Haig, G., Nau, N., Schnell, S., & Wegener, C. (2011). What does it take to make an ethnographic dictionary? On the treatment of fish and tree names in dictionaries of Oceanic languages. Documenting Endangered Languages, Achievements and Perspectives. Berlin, de Gruyter Mouton, 263-287."
Oceanic,group,NA,affiliation_contains,Oceanic,wind,noun,1,windcombo,wind,wordnet,positive,"Ross, M. (1995). Proto-Oceanic terms for meteorological phenomena. Oceanic linguistics, 261-304.",https://www.jstor.org/stable/3623045,1,NA,NA
Marshallese,single,mars1254,NA,NA,fish,noun,0,fishcombo,fish,wordnet,positive,"Rudiak-Gould, P. (2009). Surviving paradise: One year on a disappearing island. Sterling Publishing Company, Inc..","https://books.google.com/books?hl=en&lr=&id=P3iWFUJ09JwC&oi=fnd&pg=PP13&dq=Rudiak-Gould,+Peter.+2009.+Surviving+Paradise:+One+Year+on+a+Disappearing+Island.+Union+Square+Press/Sterling+Publishing+Co.,+Inc.:+New+York,+NY.+&ots=GYqHGUfSh2&sig=rXxxSTHZrabl992JpjDqFCzrq2M",1,NA,NA
Marshallese,single,mars1254,NA,NA,breadfruit,noun,1,breadfruitcombo,breadfruit,wordnet,positive,"Rudiak-Gould, P. (2009). Surviving paradise: One year on a disappearing island. Sterling Publishing Company, Inc..","https://books.google.com/books?hl=en&lr=&id=P3iWFUJ09JwC&oi=fnd&pg=PP13&dq=Rudiak-Gould,+Peter.+2009.+Surviving+Paradise:+One+Year+on+a+Disappearing+Island.+Union+Square+Press/Sterling+Publishing+Co.,+Inc.:+New+York,+NY.+&ots=GYqHGUfSh2&sig=rXxxSTHZrabl992JpjDqFCzrq2M",1,NA,NA
Marshallese,single,mars1254,NA,NA,coconut,noun,1,coconutcombo,"coconut, cocoanut",wordnet,positive,"Rudiak-Gould, P. (2009). Surviving paradise: One year on a disappearing island. Sterling Publishing Company, Inc..","https://books.google.com/books?hl=en&lr=&id=P3iWFUJ09JwC&oi=fnd&pg=PP13&dq=Rudiak-Gould,+Peter.+2009.+Surviving+Paradise:+One+Year+on+a+Disappearing+Island.+Union+Square+Press/Sterling+Publishing+Co.,+Inc.:+New+York,+NY.+&ots=GYqHGUfSh2&sig=rXxxSTHZrabl992JpjDqFCzrq2M",1,NA,"Quoted in Chen, D. (2018). Got Breadfruit? Marshallese Foodways and Culture in Springdale, Arkansas. University of Arkansas."
Marshallese,single,mars1254,NA,NA,pandanus,noun,1,pandanuscombo,"pandanus, pandani",wordnet,positive,"Rudiak-Gould, P. (2009). Surviving paradise: One year on a disappearing island. Sterling Publishing Company, Inc..","https://books.google.com/books?hl=en&lr=&id=P3iWFUJ09JwC&oi=fnd&pg=PP13&dq=Rudiak-Gould,+Peter.+2009.+Surviving+Paradise:+One+Year+on+a+Disappearing+Island.+Union+Square+Press/Sterling+Publishing+Co.,+Inc.:+New+York,+NY.+&ots=GYqHGUfSh2&sig=rXxxSTHZrabl992JpjDqFCzrq2M",1,NA,NA
